,MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
5400,7,46.94,4,34,0,1
5401,51,59.35,9,62,0,0
5402,1,37.26,4,39,0,0
5403,27,74.63,5,29,0,0
5404,37,65.17,3,4,0,0
5405,3,36.01,3,45,0,0
5406,16,31.34,7,7,0,0
5407,22,50.92,3,3,1,0
5408,41,61.94,2,12,0,0
5409,27,37.92,7,12,2,0
5410,58,53.94,5,10,1,0
5411,3,71.26,2,12,0,0
5412,49,62.54,8,5,0,0
5413,26,43.46,10,41,0,0
5414,7,89.54,3,19,0,0
5415,30,39.97,6,19,1,0
5416,4,22.29,4,14,0,0
5417,31,24.18,4,0,1,0
5418,57,44.62,5,40,0,0
5419,48,42.79,7,10,0,0
5420,3,45.34,5,45,2,1
5421,45,41.46,5,43,0,0
5422,7,42.97,4,67,0,0
5423,23,33.89,4,28,1,0
5424,57,66.98,4,136,0,1
5425,47,48.03,3,31,0,0
5426,21,77.53,6,10,1,0
5427,5,58.03,5,14,0,0
5428,7,41.4,6,2,0,0
5429,50,46.46,5,55,0,0
5430,44,56.86,3,10,0,0
5431,52,32.95,9,35,0,0
5432,58,57.63,7,6,0,0
5433,49,65.61,7,12,1,0
5434,16,19.65,4,4,1,0
5435,57,35.0,2,49,0,0
5436,9,68.84,6,8,0,1
5437,16,60.83,4,9,0,0
5438,47,47.53,4,66,0,0
5439,4,53.72,4,13,0,0
5440,47,50.96,5,2,0,0
5441,49,88.57,6,31,0,0
5442,37,30.84,6,0,0,0
5443,49,78.75,4,8,0,0
5444,11,60.08,7,7,0,0
5445,19,88.35,7,6,2,0
5446,10,68.69,6,35,0,0
5447,27,62.85,2,2,1,0
5448,53,51.19,6,7,0,0
5449,33,50.61,5,9,0,0
5450,4,102.51,4,3,0,0
5451,2,29.48,5,6,0,0
5452,7,37.94,3,26,0,1
5453,55,76.85,4,32,0,0
5454,1,67.39,4,20,1,0
5455,52,118.73,7,6,1,0
5456,16,41.84,10,27,3,0
5457,49,54.75,6,30,0,0
5458,24,87.69,5,2,0,0
5459,26,63.9,11,15,0,0
5460,36,88.07,8,7,0,0
5461,16,40.96,5,15,0,0
5462,20,66.72,4,44,0,0
5463,52,28.75,10,4,0,0
5464,34,92.78,6,22,0,0
5465,17,59.73,6,5,1,0
5466,53,67.56,6,44,1,0
5467,28,44.02,5,5,0,0
5468,17,61.65,4,9,2,0
5469,12,89.66,3,12,0,0
5470,56,35.08,4,1,0,0
5471,28,103.62,2,80,0,0
5472,35,63.43,8,30,1,0
5473,39,40.31,9,5,1,0
5474,28,42.0,3,13,2,0
5475,4,66.25,1,0,0,0
5476,3,43.1,4,1,0,0
5477,16,77.4,3,7,0,0
5478,42,59.37,4,37,0,0
5479,6,99.98,5,1,1,0
5480,52,65.73,2,15,0,0
5481,26,81.44,3,11,1,0
5482,20,57.17,5,17,0,0
5483,2,30.92,3,3,1,0
5484,25,51.72,2,22,0,0
5485,17,29.43,3,1,0,0
5486,47,53.65,5,27,1,0
5487,10,63.76,5,3,0,0
5488,51,40.61,6,2,4,0
5489,12,38.43,6,53,2,0
5490,21,88.73,6,7,0,0
5491,29,27.08,1,6,0,0
5492,12,96.56,3,20,0,0
5493,56,70.31,5,4,0,0
5494,1,27.66,6,13,2,0
5495,38,19.01,6,7,1,0
5496,57,34.77,3,3,0,0
5497,60,39.99,6,20,0,0
5498,17,51.22,3,7,0,0
5499,39,45.83,8,12,0,0
5500,38,69.66,4,11,1,0
5501,41,37.76,6,83,1,0
5502,56,52.25,7,20,0,0
5503,59,46.64,8,8,0,0
5504,44,52.93,4,2,0,0
5505,15,64.81,2,3,0,0
5506,54,55.48,5,1,1,0
5507,48,72.61,5,32,1,0
5508,26,70.49,4,47,0,0
5509,33,30.38,2,10,0,0
5510,36,64.96,6,10,0,0
5511,7,41.61,5,54,0,0
5512,4,64.84,3,6,1,0
5513,4,64.62,3,55,1,0
5514,58,39.27,6,32,0,0
5515,17,57.39,9,7,0,0
5516,7,52.98,7,32,0,0
5517,24,71.33,2,12,0,0
5518,48,64.86,5,9,0,0
5519,18,71.39,5,8,1,0
5520,15,62.96,5,21,0,0
5521,28,25.64,3,50,1,0
5522,33,72.41,2,29,2,0
5523,42,60.12,11,37,0,0
5524,43,140.7,6,5,0,0
5525,38,71.52,10,7,0,0
5526,56,78.79,5,54,0,1
5527,19,78.71,6,23,0,0
5528,13,57.89,6,8,1,0
5529,58,40.27,5,2,0,0
5530,39,59.99,5,29,0,0
5531,28,64.76,5,5,0,0
5532,42,46.85,9,22,0,0
5533,22,22.45,5,7,2,0
5534,54,37.65,5,19,0,0
5535,19,50.05,7,45,0,0
5536,18,132.36,6,17,1,0
5537,24,45.19,4,54,2,0
5538,33,152.44,4,0,3,0
5539,8,55.69,3,9,1,0
5540,57,49.11,4,16,0,0
5541,22,47.44,4,55,0,0
5542,44,72.78,3,18,0,0
5543,6,42.16,5,3,0,0
5544,12,53.35,4,3,1,0
5545,40,34.75,7,6,0,0
5546,38,32.76,4,13,0,0
5547,22,71.12,4,8,2,0
5548,54,26.43,3,4,0,0
5549,34,42.49,5,5,1,0
5550,30,64.74,3,28,0,0
5551,26,43.87,1,24,0,0
5552,56,45.0,3,8,1,0
5553,51,92.65,4,53,1,0
5554,16,77.69,4,4,0,0
5555,18,90.5,3,3,0,0
5556,20,38.62,10,32,0,1
5557,40,72.06,5,57,0,0
5558,7,53.55,2,3,1,0
5559,7,26.96,7,50,1,1
5560,22,40.06,5,39,0,0
5561,55,134.21,4,54,0,0
5562,25,41.94,6,3,1,0
5563,39,83.56,9,2,2,0
5564,2,63.53,7,11,1,0
5565,16,32.61,3,4,1,0
5566,55,108.56,3,10,1,0
5567,23,65.41,6,39,2,0
5568,32,48.82,4,8,1,0
5569,2,95.05,7,13,0,0
5570,14,29.75,2,25,1,0
5571,55,46.9,6,43,0,0
5572,13,80.52,3,43,1,0
5573,32,70.47,3,69,1,0
5574,33,75.57,7,27,2,0
5575,44,70.01,4,18,0,0
5576,37,56.45,7,11,0,0
5577,37,36.86,7,19,0,0
5578,57,40.13,8,47,1,0
5579,46,71.01,3,32,2,1
5580,42,37.83,4,20,0,0
5581,3,28.99,5,50,1,0
5582,37,87.07,5,13,0,0
5583,51,209.83,7,19,1,0
5584,42,47.56,11,28,0,0
5585,38,35.95,4,7,1,0
5586,50,107.82,5,77,0,0
5587,5,45.75,5,8,0,0
5588,25,53.05,4,23,0,0
5589,12,22.62,4,44,0,0
5590,17,28.05,9,18,0,1
5591,16,60.43,5,7,1,0
5592,57,43.71,7,18,0,0
5593,17,35.81,7,28,0,0
5594,8,65.06,3,28,0,0
5595,58,48.83,4,20,0,0
5596,50,49.97,6,3,2,1
5597,1,79.24,6,54,0,0
5598,3,50.99,5,4,0,0
5599,4,36.97,2,62,0,1
5600,10,77.43,4,16,0,0
5601,51,56.0,3,4,0,0
5602,52,42.25,6,29,2,1
5603,19,74.45,4,8,1,0
5604,22,33.27,4,9,0,0
5605,30,47.87,4,1,1,1
5606,59,47.63,7,9,1,0
5607,7,109.56,5,12,0,0
5608,29,97.23,7,2,2,0
5609,30,47.09,2,0,0,0
5610,46,92.78,3,41,0,0
5611,31,52.64,4,15,2,0
5612,57,71.84,5,3,0,0
5613,11,44.21,3,11,0,0
5614,3,94.42,3,26,2,0
5615,36,108.64,2,10,1,0
5616,19,48.92,5,4,1,0
5617,54,72.99,4,20,0,0
5618,3,124.29,2,10,1,0
5619,14,96.55,4,16,0,0
5620,41,51.9,3,7,0,0
5621,30,34.63,5,6,0,0
5622,28,97.35,7,10,0,0
5623,29,39.33,6,15,1,0
5624,32,45.3,10,5,1,0
5625,52,54.11,5,1,0,0
5626,59,38.37,3,2,1,0
5627,25,116.45,6,14,0,0
5628,59,52.02,6,20,0,0
5629,28,40.49,3,7,1,0
5630,35,95.09,5,14,0,0
5631,25,51.34,4,5,0,0
5632,8,41.16,5,29,0,0
5633,50,45.02,5,97,1,1
5634,17,59.41,7,1,0,0
5635,51,81.13,7,12,0,0
5636,18,129.33,5,7,1,0
5637,8,90.3,4,12,0,0
5638,10,60.85,3,8,0,0
5639,1,89.11,4,12,1,0
5640,49,81.45,5,50,1,0
5641,52,57.43,5,26,0,1
5642,43,40.83,7,31,0,0
5643,9,48.43,7,34,1,0
5644,42,60.2,6,34,0,0
5645,20,64.6,6,41,0,0
5646,60,67.46,4,7,0,0
5647,36,20.49,5,1,1,0
5648,2,58.83,3,35,1,0
5649,25,87.66,5,22,0,0
5650,18,81.99,6,32,1,0
5651,43,31.83,6,13,0,0
5652,5,67.25,4,6,0,0
5653,42,65.19,7,16,1,0
5654,3,52.9,8,1,0,0
5655,30,56.53,4,2,1,1
5656,10,75.37,5,19,2,0
5657,5,27.65,3,26,1,0
5658,55,66.4,8,5,1,0
5659,6,55.71,11,18,1,0
5660,42,71.54,5,10,1,0
5661,33,48.23,5,2,1,0
5662,12,47.9,4,4,0,0
5663,24,50.06,6,48,2,0
5664,51,36.86,6,37,0,1
5665,9,46.55,5,1,0,0
5666,37,56.3,4,30,0,0
5667,34,60.03,3,3,0,0
5668,33,28.95,9,23,0,0
5669,13,30.09,5,22,0,0
5670,32,64.41,11,6,0,0
5671,35,45.35,6,13,0,1
5672,6,68.44,8,45,0,1
5673,24,39.55,5,8,0,0
5674,2,118.75,7,6,1,0
5675,11,73.58,5,12,2,0
5676,33,90.49,4,23,0,0
5677,21,50.84,7,55,1,0
5678,37,50.34,6,17,0,0
5679,15,81.57,4,2,0,0
5680,23,37.59,6,10,0,0
5681,54,61.47,2,37,0,1
5682,60,71.65,7,26,0,0
5683,3,30.23,4,6,0,0
5684,27,49.8,6,4,0,0
5685,38,55.87,4,1,1,0
5686,21,77.74,6,17,1,0
5687,35,34.41,5,12,1,0
5688,7,46.21,6,4,0,0
5689,14,61.4,4,2,0,0
5690,36,86.09,3,27,2,0
5691,43,82.13,5,24,0,0
5692,36,80.24,6,24,0,0
5693,39,75.34,7,7,0,0
5694,21,46.19,5,85,0,0
5695,54,33.01,3,1,0,0
5696,31,39.61,6,33,0,0
5697,49,69.97,4,5,1,0
5698,22,28.47,3,12,1,0
5699,13,114.35,9,5,2,0
5700,47,26.33,6,7,0,0
5701,16,34.85,3,6,1,0
5702,14,54.8,4,10,1,0
5703,30,44.71,6,1,0,0
5704,8,41.27,5,11,0,0
5705,36,41.19,4,30,0,1
5706,38,61.32,5,7,0,0
5707,58,88.34,4,56,1,1
5708,26,36.48,3,17,4,0
5709,6,49.45,7,9,1,0
5710,14,41.32,4,66,0,0
5711,52,27.44,5,0,0,0
5712,26,32.27,5,8,0,1
5713,3,37.42,4,1,0,0
5714,49,67.58,3,5,0,0
5715,34,30.36,5,1,2,0
5716,39,83.06,6,1,0,0
5717,16,76.73,8,4,2,0
5718,39,42.27,6,2,1,0
5719,46,84.49,4,2,1,0
5720,4,36.68,7,10,1,0
5721,6,56.62,7,1,3,0
5722,8,58.75,2,42,0,0
5723,9,137.94,6,40,0,0
5724,27,61.28,3,4,0,0
5725,27,50.9,8,13,0,0
5726,12,58.64,5,7,0,0
5727,19,55.77,7,64,1,0
5728,43,84.37,4,20,1,0
5729,46,39.17,7,60,0,0
5730,44,105.2,8,10,0,0
5731,32,29.38,7,22,1,0
5732,39,85.68,3,12,0,0
5733,58,103.3,3,24,0,0
5734,47,25.72,5,12,1,0
5735,14,85.25,7,75,0,1
5736,41,50.76,3,2,1,0
5737,53,49.45,4,3,1,0
5738,9,59.36,5,28,1,0
5739,54,51.5,4,23,0,0
5740,35,30.17,5,6,2,0
5741,14,64.95,6,12,0,0
5742,12,55.01,4,13,0,0
5743,46,76.65,7,10,2,0
5744,6,65.53,6,29,1,0
5745,54,56.04,7,34,0,0
5746,43,60.94,8,26,1,0
5747,55,44.8,5,14,1,1
5748,27,151.1,7,26,2,0
5749,3,33.75,4,41,0,0
5750,53,52.01,4,15,0,0
5751,6,75.67,5,18,0,0
5752,18,66.5,3,5,0,0
5753,36,31.91,4,29,0,1
5754,17,33.5,2,49,0,1
5755,1,38.49,2,31,0,0
5756,33,30.65,2,2,0,0
5757,44,42.78,5,5,2,0
5758,41,86.1,4,19,0,0
5759,33,60.28,4,21,1,0
5760,8,126.12,2,22,3,0
5761,13,38.41,2,64,0,0
5762,12,31.95,3,0,1,0
5763,17,47.79,3,31,1,0
5764,2,33.87,4,11,0,0
5765,11,58.57,3,11,0,0
5766,43,87.45,3,5,0,0
5767,16,53.06,9,27,0,0
5768,6,37.05,5,25,1,0
5769,12,43.57,2,4,0,0
5770,39,40.19,8,32,0,0
5771,28,92.85,4,5,1,0
5772,59,60.12,2,21,0,0
5773,47,91.94,2,24,0,0
5774,21,30.71,4,5,0,0
5775,34,152.63,4,26,1,1
5776,41,86.52,3,6,1,0
5777,60,84.63,6,4,0,0
5778,23,54.47,6,7,0,0
5779,3,81.55,6,33,0,0
5780,24,31.67,7,48,0,0
5781,21,62.73,5,17,1,0
5782,43,57.73,3,1,1,0
5783,16,40.6,5,5,0,0
5784,40,50.98,8,3,1,0
5785,48,44.04,4,19,0,0
5786,57,27.52,8,6,1,0
5787,30,31.75,4,16,0,0
5788,3,25.66,6,13,0,0
5789,42,64.19,7,22,0,0
5790,52,97.22,1,17,1,0
5791,6,98.7,6,23,1,0
5792,53,43.55,3,22,0,0
5793,47,46.73,5,2,1,0
5794,2,35.23,4,1,2,0
5795,1,55.16,7,11,1,0
5796,15,88.28,9,42,0,0
5797,5,86.61,7,41,1,1
5798,36,50.23,4,4,0,0
5799,60,82.11,7,15,0,0
5800,14,37.85,3,7,0,0
5801,51,40.61,3,6,0,0
5802,19,68.19,5,9,1,0
5803,12,42.57,5,27,0,0
5804,12,20.64,7,8,0,0
5805,30,83.88,7,62,1,0
5806,46,56.01,4,28,0,0
5807,18,78.22,6,5,1,0
5808,49,28.03,4,12,0,0
5809,3,68.31,7,8,0,0
5810,30,73.54,7,15,0,0
5811,55,80.45,5,19,0,0
5812,53,37.86,2,68,0,0
5813,11,31.5,3,44,0,1
5814,9,54.9,4,3,1,0
5815,10,46.19,4,21,0,0
5816,20,111.7,3,79,2,1
5817,24,31.68,7,61,0,1
5818,25,57.49,4,4,0,0
5819,42,75.06,7,25,0,0
5820,51,74.61,4,19,2,0
5821,42,29.83,6,14,3,0
5822,46,35.58,5,21,1,0
5823,11,65.5,2,7,0,0
5824,5,40.76,4,21,1,0
5825,21,83.35,7,87,1,1
5826,21,118.11,6,39,0,0
5827,43,43.74,4,35,0,0
5828,31,38.4,4,14,2,1
5829,35,88.19,4,4,0,0
5830,8,82.24,3,28,1,0
5831,45,43.2,6,62,1,0
5832,7,38.3,3,18,0,0
5833,4,33.64,6,5,3,0
5834,3,155.07,5,44,0,0
5835,17,95.13,7,6,0,0
5836,34,56.68,1,7,0,1
5837,60,53.97,6,26,0,0
5838,5,64.27,3,7,1,0
5839,37,40.45,8,40,0,0
5840,60,22.95,10,9,1,0
5841,22,39.45,4,54,0,0
5842,25,42.38,6,4,1,0
5843,32,48.21,4,21,2,1
5844,4,46.67,7,2,0,0
5845,43,61.84,8,31,1,0
5846,11,38.16,2,16,0,0
5847,23,71.74,3,26,0,0
5848,15,27.17,5,47,0,0
5849,46,53.71,7,23,0,0
5850,55,56.91,4,9,1,0
5851,54,99.81,4,16,1,0
5852,36,78.05,6,18,0,0
5853,26,30.37,7,0,1,0
5854,21,41.29,7,0,1,0
5855,55,68.2,5,29,0,0
5856,42,32.92,6,7,2,0
5857,55,90.77,6,32,1,0
5858,15,26.66,3,1,0,0
5859,49,99.52,4,27,1,0
5860,46,79.54,4,29,1,0
5861,40,51.66,4,4,1,0
5862,28,69.78,8,13,0,0
5863,46,50.71,5,11,0,0
5864,18,43.92,5,17,0,0
5865,4,67.55,4,4,0,0
5866,40,51.49,8,16,0,0
5867,33,56.17,9,3,1,0
5868,49,37.22,6,3,0,0
5869,6,20.82,4,5,0,0
5870,3,46.72,6,10,0,0
5871,55,51.71,6,32,0,0
5872,54,36.02,7,48,1,1
5873,53,121.17,6,11,0,0
5874,41,55.13,5,5,0,0
5875,32,54.08,6,10,1,0
5876,25,64.71,3,35,0,0
5877,22,66.24,5,0,0,0
5878,50,71.21,4,2,1,0
5879,47,58.81,5,31,1,0
5880,55,68.67,5,4,0,0
5881,18,118.42,4,79,0,0
5882,45,79.54,2,6,0,0
5883,34,95.2,8,30,0,0
5884,51,37.87,4,18,1,0
5885,41,30.25,8,1,0,0
5886,57,84.98,2,28,1,0
5887,46,83.12,7,7,0,0
5888,11,47.67,5,66,0,1
5889,22,60.67,6,44,0,0
5890,39,30.88,8,82,0,1
5891,33,68.5,3,42,0,0
5892,45,49.46,2,2,1,0
5893,56,85.69,3,3,0,0
5894,49,46.73,6,51,0,1
5895,20,42.9,7,25,0,0
5896,24,52.05,5,26,0,0
5897,42,42.72,3,7,0,0
5898,56,71.14,5,5,1,0
5899,41,58.38,6,39,1,0
5900,20,59.57,5,10,0,0
5901,16,46.04,4,43,0,0
5902,27,96.01,10,4,1,0
5903,3,58.69,3,20,1,0
5904,56,58.79,5,41,0,0
5905,38,47.8,6,35,1,0
5906,41,66.94,3,2,0,0
5907,11,58.62,7,4,0,0
5908,5,46.87,5,3,0,0
5909,48,39.88,4,11,1,0
5910,51,39.24,4,25,1,0
5911,43,79.38,2,50,0,0
5912,3,54.8,4,31,1,0
5913,26,64.43,5,3,1,0
5914,37,82.43,4,15,0,0
5915,53,27.97,3,73,2,1
5916,40,82.41,5,7,0,0
5917,7,35.98,7,14,0,0
5918,11,151.7,5,70,0,0
5919,28,37.45,1,58,0,1
5920,40,53.47,4,5,0,0
5921,7,49.76,5,7,0,0
5922,23,34.19,5,12,0,1
5923,24,152.6,6,16,0,0
5924,44,44.7,3,15,0,0
5925,27,25.08,5,9,1,0
5926,19,51.24,3,8,1,0
5927,24,40.19,5,10,0,0
5928,37,62.61,4,11,0,0
5929,19,38.04,8,13,0,0
5930,24,91.12,4,18,2,0
5931,54,90.54,7,0,0,0
5932,60,58.04,6,41,0,0
5933,44,178.42,6,18,0,0
5934,54,34.86,5,12,0,0
5935,45,31.55,6,52,0,0
5936,33,55.9,5,58,2,0
5937,40,54.81,3,90,0,1
5938,29,61.45,4,4,1,0
5939,46,78.18,7,14,0,0
5940,23,76.36,3,2,1,0
5941,43,50.87,7,26,1,0
5942,2,28.78,7,12,0,0
5943,14,38.39,5,2,1,0
5944,50,23.63,9,0,1,0
5945,48,100.31,4,4,0,0
5946,28,28.44,7,28,0,0
5947,10,57.43,6,25,0,0
5948,46,57.12,3,69,0,0
5949,25,50.57,5,3,1,0
5950,58,64.62,5,20,1,0
5951,37,34.3,4,1,0,0
5952,17,29.84,3,30,1,1
5953,29,85.26,5,32,0,1
5954,52,34.47,8,26,0,0
5955,53,61.89,7,60,0,1
5956,10,49.24,4,29,1,0
5957,41,64.45,3,26,0,0
5958,34,54.32,6,39,1,0
5959,11,63.6,5,2,0,0
5960,4,63.62,4,6,0,0
5961,42,38.16,4,112,0,0
5962,6,67.78,5,3,0,0
5963,1,80.34,4,49,0,0
5964,47,47.89,10,57,0,0
5965,56,61.61,6,12,0,0
5966,21,41.62,6,55,0,1
5967,30,72.28,2,0,0,0
5968,20,54.67,6,9,0,0
5969,50,53.39,4,52,1,0
5970,36,22.35,5,43,0,0
5971,23,62.93,5,70,0,1
5972,15,70.78,3,45,0,1
5973,48,96.2,5,33,0,0
5974,48,29.47,4,8,0,0
5975,17,23.87,6,35,2,0
5976,2,74.51,8,30,2,0
5977,55,97.48,3,60,0,0
5978,36,65.0,3,21,0,1
5979,11,33.95,7,29,0,0
5980,14,30.75,7,7,1,0
5981,26,44.77,6,36,0,0
5982,15,111.27,4,16,0,0
5983,46,51.08,6,32,0,0
5984,17,98.18,6,52,0,0
5985,10,27.34,4,1,1,0
5986,6,79.65,4,54,0,0
5987,43,44.93,3,4,0,0
5988,19,86.99,4,8,1,0
5989,1,68.01,2,6,2,0
5990,4,49.24,4,59,0,0
5991,10,87.94,5,10,0,0
5992,55,82.0,7,9,1,0
5993,53,61.75,8,53,0,0
5994,17,59.38,4,20,1,0
5995,39,40.42,6,16,0,0
5996,12,35.48,5,10,1,1
5997,27,43.99,2,16,0,0
5998,11,33.11,3,46,0,1
5999,2,59.04,6,0,0,0
6000,36,80.01,4,50,1,0
6001,58,37.06,3,3,0,0
6002,49,58.86,3,10,1,0
6003,60,46.53,4,4,0,0
6004,38,51.47,7,1,0,0
6005,18,51.2,5,47,1,0
6006,42,69.22,5,85,0,0
6007,45,22.99,6,55,0,0
6008,44,65.95,7,2,1,0
6009,16,35.86,8,36,1,0
6010,26,43.19,4,23,0,0
6011,49,30.44,5,0,1,0
6012,42,47.6,3,3,0,0
6013,12,108.0,2,30,1,0
6014,23,37.02,5,2,0,0
6015,14,30.56,4,18,0,0
6016,34,68.26,10,8,1,0
6017,55,66.01,4,9,0,0
6018,1,74.52,9,30,1,1
6019,43,72.65,5,6,1,0
6020,34,65.37,9,38,0,0
6021,10,66.49,3,49,1,0
6022,5,37.43,4,23,0,0
6023,26,31.56,5,37,0,0
6024,45,38.95,5,31,0,0
6025,32,28.89,4,25,1,0
6026,2,40.66,7,57,0,0
6027,18,40.15,7,7,1,0
6028,18,123.29,3,87,0,1
6029,21,82.24,8,13,0,0
6030,15,45.38,3,7,0,0
6031,7,115.48,4,1,1,1
6032,3,43.88,4,0,0,0
6033,54,38.08,4,3,0,0
6034,23,117.58,5,4,0,0
6035,44,114.89,3,28,1,0
6036,16,83.63,10,4,1,0
6037,60,67.8,7,60,1,0
6038,38,75.95,4,7,0,0
6039,3,56.81,3,3,1,0
6040,6,95.52,4,13,1,0
6041,35,126.59,8,27,0,0
6042,3,94.21,9,3,1,0
6043,47,85.88,4,10,0,0
6044,17,28.55,8,2,1,0
6045,27,77.21,7,26,0,1
6046,3,41.16,4,39,0,0
6047,26,30.37,2,56,0,0
6048,34,48.18,4,3,0,0
6049,19,36.45,5,7,0,0
6050,27,72.46,5,1,0,0
6051,5,105.62,3,3,1,0
6052,8,42.48,9,14,0,0
6053,39,58.95,6,40,2,1
6054,59,28.87,5,19,0,0
6055,38,78.86,6,33,0,0
6056,40,101.79,5,31,1,0
6057,59,43.2,6,0,1,0
6058,56,58.85,6,20,0,0
6059,20,39.25,6,40,3,0
6060,5,41.25,5,11,0,0
6061,42,59.71,6,54,0,0
6062,24,39.91,2,6,0,0
6063,57,62.39,6,19,0,0
6064,25,64.76,5,4,2,0
6065,54,46.09,2,26,1,0
6066,10,103.39,5,25,0,0
6067,46,64.86,8,7,0,0
6068,26,74.62,3,1,0,0
6069,18,196.78,7,13,0,0
6070,58,89.86,9,41,1,0
6071,41,117.66,4,5,0,0
6072,37,42.44,5,2,1,0
6073,15,27.32,9,38,1,0
6074,15,31.53,6,12,0,0
6075,59,72.93,3,2,0,0
6076,41,50.72,3,13,0,0
6077,24,65.39,12,54,1,1
6078,2,28.66,6,26,0,0
6079,17,70.33,11,62,0,0
6080,57,34.57,3,17,0,0
6081,18,40.75,4,45,1,0
6082,5,62.92,10,9,0,0
6083,49,40.86,5,23,1,0
6084,47,53.81,7,1,0,0
6085,34,36.15,5,6,0,0
6086,30,73.36,4,67,0,0
6087,33,89.53,4,17,1,0
6088,1,64.35,6,3,1,0
6089,36,85.8,7,5,0,0
6090,32,14.9,4,7,0,0
6091,35,61.55,8,10,1,0
6092,45,54.83,6,1,1,0
6093,40,58.72,7,23,1,0
6094,11,79.89,5,3,1,0
6095,36,45.62,9,3,1,0
6096,59,76.7,3,49,0,0
6097,26,25.66,5,34,0,0
6098,5,75.3,10,97,1,1
6099,59,65.19,3,22,2,0
6100,55,78.28,8,15,0,0
6101,45,52.56,3,32,1,0
6102,47,33.45,4,7,2,0
6103,52,102.55,5,17,0,0
6104,6,44.48,6,1,1,0
6105,21,81.82,5,8,1,0
6106,8,48.37,6,0,0,0
6107,49,46.07,8,13,0,0
6108,41,145.55,7,13,1,0
6109,3,72.62,4,29,0,0
6110,7,54.1,5,1,0,0
6111,2,100.38,5,11,0,0
6112,13,37.39,7,2,1,0
6113,45,73.83,13,17,2,0
6114,30,63.28,4,39,0,0
6115,37,80.56,4,0,0,0
6116,3,33.67,2,17,0,0
6117,42,81.09,5,39,0,0
6118,24,38.93,9,50,2,0
6119,31,65.52,7,3,0,0
6120,44,23.67,7,10,0,0
6121,11,63.67,3,11,0,0
6122,56,122.0,6,12,2,1
6123,40,38.78,4,11,0,0
6124,10,78.05,4,1,1,0
6125,9,58.86,3,36,1,0
6126,52,54.34,5,18,1,0
6127,43,82.71,5,32,1,0
6128,6,40.64,4,14,0,0
6129,26,56.86,7,40,0,0
6130,14,54.7,4,9,0,0
6131,48,48.54,7,7,1,0
6132,21,52.81,4,21,0,0
6133,34,40.21,8,4,0,0
6134,5,35.62,2,26,0,0
6135,28,68.74,4,14,0,0
6136,3,57.85,4,19,0,0
6137,33,42.83,2,34,1,0
6138,30,78.86,5,19,1,0
6139,36,42.87,5,14,0,1
6140,11,45.62,4,11,0,0
6141,26,69.49,6,61,0,0
6142,13,48.88,4,38,0,0
6143,35,96.64,6,15,1,0
6144,18,93.17,3,41,0,0
6145,3,72.92,4,18,1,0
6146,22,112.22,3,59,0,1
6147,49,86.61,7,23,0,0
6148,39,75.23,6,26,0,0
6149,57,88.02,4,19,0,0
6150,46,85.96,4,70,1,1
6151,42,129.8,5,20,2,0
6152,43,51.13,6,61,0,0
6153,9,53.32,7,9,0,0
6154,58,57.03,4,10,0,0
6155,2,83.53,2,18,0,0
6156,18,34.45,7,6,0,0
6157,49,54.8,5,35,0,0
6158,17,75.12,7,2,0,0
6159,44,32.27,6,5,2,0
6160,36,44.99,3,1,1,0
6161,22,45.81,6,66,0,0
6162,23,63.23,2,29,0,0
6163,20,77.47,5,11,1,0
6164,20,25.43,6,33,0,0
6165,13,65.79,4,6,1,0
6166,27,42.56,3,6,0,0
6167,55,20.29,4,11,1,1
6168,57,21.91,7,15,1,0
6169,10,34.98,3,11,0,1
6170,54,41.03,3,6,0,0
6171,54,81.81,4,3,0,0
6172,59,51.74,4,23,0,0
6173,8,55.16,4,6,0,0
6174,50,40.17,5,17,0,0
6175,9,61.28,5,22,1,0
6176,39,94.41,4,66,1,0
6177,28,39.06,4,33,0,0
6178,16,80.39,6,7,0,0
6179,16,69.61,4,4,0,0
6180,1,141.84,5,46,0,0
6181,42,33.83,7,16,0,0
6182,44,72.43,6,39,0,0
6183,31,39.25,3,10,0,0
6184,48,67.98,7,9,0,0
6185,30,70.36,7,17,3,1
6186,22,45.99,3,20,0,0
6187,43,69.11,7,50,0,0
6188,25,63.99,7,29,0,0
6189,29,64.33,3,25,1,0
6190,32,39.77,8,12,0,0
6191,19,68.2,4,18,1,0
6192,55,48.55,7,0,0,0
6193,46,43.61,5,20,0,0
6194,47,32.67,3,2,0,0
6195,34,28.35,4,17,0,0
6196,39,31.31,4,2,1,0
6197,2,44.94,4,2,0,0
6198,32,22.43,4,26,0,0
6199,2,40.88,3,11,0,0
6200,22,127.83,7,28,0,0
6201,8,69.81,1,10,3,0
6202,27,94.27,4,8,0,0
6203,31,27.45,6,31,1,0
6204,26,61.07,5,33,0,0
6205,33,54.01,6,5,1,0
6206,15,32.64,7,2,1,0
6207,31,45.31,9,14,2,0
6208,38,80.88,6,1,1,0
6209,20,36.09,4,9,1,0
6210,43,83.16,5,38,0,0
6211,8,32.21,6,14,0,0
6212,19,77.15,2,32,1,0
6213,59,29.5,3,43,0,0
6214,32,54.74,5,5,0,0
6215,2,35.15,3,10,2,0
6216,40,19.6,5,6,1,0
6217,41,50.67,3,9,1,0
6218,28,95.63,3,4,0,0
6219,6,78.55,4,21,1,0
